Actual_Time_Spent_hrs,Issue_Type,Priority,Severity,Story_Points,Epic_Size,Number_of_Subtasks,Number_of_Linked_Issues,Number_of_Comments,Number_of_Attachments,Number_of_Description_Edits,Complexity,Average_Historical_Hours,Assignee_Experience_yrs,Team_Velocity,Team_Size
9.3,Bug,High,Minor,1,9,2,2,8,1,5,High,4.2,2.9,23,5
17.5,Bug,High,Major,8,24,0,0,6,0,2,High,31.4,6.9,29,6
8.4,Story,Medium,Minor,8,82,2,3,6,0,3,Medium,17.2,5,53,7
30,Bug,Low,Major,2,113,2,2,11,2,5,Medium,6.4,6.5,48,10
13.8,Story,Low,Major,13,18,2,3,3,2,5,Medium,5.7,0.5,45,11
7.1,Bug,Medium,Major,2,12,0,1,10,1,1,High,4.9,1.7,38,7
17.1,Task,High,Blocker,8,52,4,1,9,1,0,Low,9,2.6,40,5
29.7,Task,High,Trivial,8,17,5,2,4,0,1,High,3.7,9,38,9
19.6,Task,Medium,Major,5,28,2,0,13,1,1,Medium,8.8,0.9,59,6
3.7,Story,Medium,Blocker,3,83,1,2,7,0,4,Medium,7.6,5.9,57,11
9.9,Task,Medium,Minor,1,119,1,0,11,1,6,Low,3.1,9.3,38,8
15.3,Bug,Medium,Trivial,3,69,2,0,6,2,4,Medium,6.9,6.7,37,8
19.1,Bug,Medium,Major,3,90,1,1,9,1,2,Low,5.5,5.1,33,9
11.4,Bug,Low,Minor,5,38,2,1,5,0,1,Very High,9.9,4.2,54,7
10.4,Story,Low,Minor,5,118,3,0,6,1,1,Medium,2.9,6.4,37,5
36.2,Story,Low,Major,8,55,2,0,7,0,5,Very High,2.7,5.1,47,5
19.8,Story,Low,Major,1,108,2,1,5,0,3,Low,6.9,7.2,38,6
17.1,Bug,Low,Blocker,8,7,1,1,11,0,2,Medium,9.5,6.4,44,11
8.7,Story,High,Major,8,94,5,2,6,0,6,Very High,8,5.9,34,5
5.5,Story,Medium,Major,5,82,0,3,9,1,6,Low,6.3,9.6,22,11
17.3,Story,Critical,Trivial,1,62,3,1,10,0,3,Low,10.4,8.4,42,7
21.2,Story,Low,Minor,1,109,0,3,9,4,8,Medium,3.8,6.3,31,7
13,Bug,Medium,Minor,1,76,2,2,11,1,5,Medium,3,5.6,51,9
19.8,Task,Medium,Blocker,5,117,3,1,10,2,4,Low,2.5,7.4,47,11
20.2,Story,Low,Minor,5,59,2,2,8,3,2,Very High,11.4,8.1,53,6
22,Bug,High,Minor,13,84,2,1,15,0,4,High,29.9,3.3,20,6
3.7,Bug,Low,Major,3,46,2,0,3,1,5,Medium,4.6,6.8,29,5
10.1,Story,Critical,Minor,2,25,3,0,8,2,1,Low,3.2,1.8,46,10
17.9,Task,High,Minor,5,14,2,2,7,3,3,Low,15.1,4.6,31,8
13.4,Story,Medium,Major,8,61,0,1,6,5,2,Low,17.2,9.4,55,6
20.2,Bug,Medium,Trivial,8,29,1,1,4,3,3,Medium,5.7,3.6,52,5
17.1,Task,High,Trivial,8,60,4,1,8,2,2,Medium,7.7,2,23,11
1.7,Story,Medium,Minor,3,42,2,3,9,0,2,Low,9.7,1.9,40,8
25.3,Story,High,Major,5,90,2,2,3,1,4,Very High,28,4.2,39,5
9.2,Story,Low,Major,8,117,1,0,7,0,3,Medium,3.5,2.6,36,9
6.8,Bug,Low,Minor,3,65,1,0,7,2,2,Low,4.4,4.6,53,6
24.8,Story,Medium,Major,2,116,2,3,9,1,4,High,7.2,7.3,33,5
19.2,Story,Medium,Minor,2,51,1,2,10,0,2,Low,0.2,8.9,29,11
26.9,Task,High,Blocker,1,58,1,2,8,2,1,High,12,1.5,39,9
15.4,Story,Low,Trivial,5,50,3,2,9,0,1,High,11.9,7.8,54,5
10,Story,High,Major,1,72,3,1,5,2,3,Very High,4.1,1.5,34,7
14.3,Story,Medium,Blocker,2,8,1,3,4,0,4,Medium,9.3,4.1,58,5
5.9,Task,Medium,Major,2,98,3,1,11,1,2,Low,11.8,10,46,11
4.3,Task,Medium,Minor,3,70,3,1,6,1,4,Low,8.4,1.2,34,7
8.2,Story,Medium,Minor,3,97,2,0,7,0,3,Low,2.6,0.7,38,6
31.8,Story,Low,Major,5,47,1,1,5,1,2,High,18.6,3.7,45,5
8.8,Story,Medium,Trivial,1,66,3,4,6,0,1,High,5.6,9.5,31,11
3,Story,High,Major,1,104,2,2,10,1,4,Very High,13.3,0.7,43,9
11.7,Bug,Medium,Major,3,89,2,1,2,2,2,Medium,13.8,2.6,55,6
8.7,Story,Medium,Major,2,89,2,0,7,0,2,High,11.2,6.2,52,6
25.6,Bug,High,Trivial,2,116,3,0,14,1,2,Low,4.7,2.7,24,10
30.4,Task,High,Major,1,89,1,4,3,2,2,Very High,9.4,1,28,7
9.7,Bug,Medium,Major,8,8,3,2,11,2,2,Low,5.6,1,59,6
15.4,Task,Medium,Major,5,69,1,1,5,0,5,High,23.9,5.8,33,5
16.3,Story,High,Trivial,1,66,5,0,8,2,7,Medium,1,5.8,55,5
12.6,Story,Medium,Trivial,1,94,2,3,5,0,2,Low,8,7.2,44,7
11.1,Story,Medium,Minor,13,119,1,2,10,0,2,High,10.5,1.8,26,5
6.4,Bug,Medium,Trivial,5,6,2,3,10,0,2,High,5.1,5.2,53,11
2.6,Story,High,Major,3,13,2,3,12,0,6,High,18.9,6.2,26,10
6.4,Bug,Low,Blocker,5,61,1,4,6,1,2,Medium,13.8,2.6,50,7
12.3,Story,Critical,Minor,5,49,0,1,7,3,4,Medium,17.6,5.7,51,8
3.9,Story,Low,Major,5,22,2,1,11,0,3,Low,14.5,7.2,40,7
14.9,Task,High,Trivial,3,116,3,1,4,1,3,High,4.5,9.9,34,9
13.6,Bug,Medium,Minor,3,52,1,1,9,1,0,Low,3.6,6.2,49,9
8.7,Bug,Medium,Trivial,1,46,2,0,12,1,0,Very High,2.5,8.7,23,10
10.7,Story,High,Minor,8,45,4,1,11,1,2,Medium,4.3,8.4,53,5
4.6,Task,Medium,Blocker,5,79,2,0,10,1,2,Medium,6.4,9.4,28,8
21.8,Story,Medium,Trivial,2,93,2,3,5,4,2,High,14.4,7.4,31,9
21.6,Story,Low,Major,8,94,2,1,5,2,2,Medium,4.8,2.5,49,9
5.3,Story,Low,Minor,8,62,2,2,9,1,0,Medium,11.3,3.3,43,9
5.4,Bug,Medium,Blocker,13,104,3,0,11,2,3,Medium,7.4,8,48,5
6.5,Task,High,Trivial,8,46,2,0,10,0,3,Low,12.9,5.4,41,6
18.5,Story,Low,Minor,13,39,1,1,10,1,3,Medium,16.4,2.9,54,6
16.2,Bug,Low,Trivial,2,42,2,1,11,5,7,Low,10.2,6.7,39,10
24.6,Story,Medium,Minor,8,71,2,1,6,1,2,Medium,3.1,9.1,56,6
26.3,Bug,High,Minor,8,45,1,1,7,0,7,Low,10.8,3.9,28,10
3.6,Task,High,Blocker,2,103,2,2,9,2,2,High,21.4,6.2,41,5
18.1,Bug,Low,Major,1,54,0,5,3,3,2,High,4.1,6,35,11
25.7,Story,Low,Major,13,108,4,0,10,0,3,High,20.4,1.7,21,6
10.3,Bug,Critical,Major,2,90,3,2,3,0,2,Low,5.3,1.4,42,11
12.8,Story,Medium,Trivial,8,76,2,1,8,1,2,High,8.6,8.9,48,10
11.5,Task,High,Minor,1,83,5,3,5,1,1,High,4.5,9.4,30,7
11.9,Story,High,Blocker,1,49,4,1,13,0,4,Low,7.7,9.1,54,5
21.7,Story,High,Major,3,75,2,1,15,1,2,Very High,22.9,4.3,41,5
35.4,Task,Low,Blocker,2,23,1,2,7,3,2,Medium,2.5,3.2,22,8
29.4,Bug,High,Major,5,108,0,2,5,1,4,Low,19.7,9.5,31,9
9,Bug,High,Trivial,3,110,0,2,10,1,3,Medium,6.5,8.9,20,8
15.5,Bug,Medium,Minor,1,21,2,1,7,0,5,Low,7.2,8.3,45,11
7.2,Task,Medium,Trivial,2,69,0,3,6,0,1,High,2.5,3.7,53,6
7.8,Story,Medium,Minor,3,113,4,4,6,3,4,Low,4.2,6.6,48,5
12.4,Story,Low,Trivial,2,97,1,1,6,1,2,Medium,13.5,7.6,52,11
7.6,Story,Medium,Minor,5,81,2,4,11,1,6,Medium,11.9,6,51,10
8.5,Bug,Medium,Major,3,60,3,1,9,0,1,High,19.8,6.2,44,5
15.2,Bug,Medium,Blocker,1,116,2,0,14,1,4,Low,3.8,7.7,55,6
17.9,Bug,Medium,Major,3,97,5,3,14,1,5,High,11.7,7.8,21,10
17.6,Story,Medium,Blocker,1,45,1,2,9,0,8,Low,7.7,2.8,34,9
17.7,Bug,High,Trivial,1,46,0,1,4,0,2,High,14.8,4.2,32,8
4.8,Bug,Critical,Trivial,2,10,3,6,10,1,5,Very High,1,7.9,34,9
7.4,Task,Low,Major,8,73,2,1,8,0,1,Low,8.3,3,25,6
13.3,Task,Medium,Minor,8,102,3,1,9,2,1,Low,9.9,9.2,40,8
25,Bug,Low,Minor,8,79,2,0,10,2,2,Medium,8.9,8.5,45,8
47,Bug,High,Minor,2,77,0,1,9,1,5,Low,4.6,9,54,9
15.9,Bug,High,Minor,2,106,2,3,12,0,2,Low,12.9,3.3,37,9
20.5,Story,Critical,Major,3,44,1,1,4,1,3,Low,9.4,1.5,25,5
4.4,Task,Medium,Minor,5,45,3,2,16,2,7,Medium,2.8,1.5,33,11
20.1,Bug,Critical,Major,13,13,3,0,3,3,4,Low,1.8,5.8,37,5
39.7,Bug,Low,Major,1,12,1,0,3,2,3,Medium,9.8,3.4,39,9
7.3,Task,High,Minor,1,48,0,0,11,0,2,Medium,3.4,3,34,10
8.7,Story,Low,Minor,5,62,3,0,3,1,3,High,9.2,2.6,46,6
22.2,Bug,High,Minor,8,108,1,3,10,1,4,Very High,11.7,5.8,43,9
13.2,Story,Medium,Minor,8,71,6,3,8,3,1,Medium,1.1,5.7,31,10
2.3,Bug,High,Major,5,17,2,2,7,1,2,Medium,6.7,4.5,20,11
9.1,Story,High,Major,13,23,1,0,12,0,1,Low,5.5,1.8,33,5
30.4,Task,Low,Major,3,102,2,2,5,0,3,Medium,6,9.3,51,8
10.7,Task,Low,Minor,8,100,2,3,7,2,4,Very High,3.9,4.6,22,10
10.7,Story,High,Major,13,53,0,1,7,2,4,High,15.8,1.7,29,6
21.3,Task,Medium,Major,8,84,3,2,12,0,5,Low,17.7,0.9,45,5
16.2,Story,Low,Minor,2,104,1,5,8,1,3,High,4.8,1.9,50,6
10.3,Task,Medium,Major,2,86,2,3,17,1,3,High,4.5,3.3,29,6
8.3,Story,Medium,Minor,3,82,2,4,9,2,3,Low,1.2,6.5,20,8
60.3,Task,Low,Major,3,34,3,0,9,0,3,High,4.2,9.7,51,10
27.4,Task,Medium,Major,8,70,1,3,9,1,2,Low,6.5,3.1,38,5
17.7,Bug,Low,Trivial,1,81,1,0,7,1,3,Medium,3.8,8,20,9
18.5,Task,Medium,Major,2,95,2,1,5,2,4,Medium,2.4,9.2,45,6
11.9,Task,High,Trivial,5,63,1,0,6,0,2,Low,19.2,4.2,24,6
16.1,Task,Critical,Trivial,1,57,3,0,8,1,1,High,9.8,2.9,45,8
11.1,Bug,High,Blocker,2,56,1,2,11,0,7,High,15.1,5.2,57,10
6.8,Task,Low,Blocker,3,85,4,3,7,1,2,Low,6.7,9,20,5
16.5,Task,Critical,Trivial,5,35,0,1,14,0,1,Low,4.9,0.6,49,10
10.4,Bug,Medium,Minor,2,19,2,0,10,1,5,Medium,13,5.1,31,6
17.1,Task,Low,Minor,8,24,5,2,9,1,2,High,12,7.7,55,6
19.1,Bug,Critical,Minor,3,9,3,1,9,1,2,Low,3.5,6.2,55,7
17.6,Bug,High,Major,8,11,3,0,10,1,3,High,0.4,5.2,43,7
6.4,Story,High,Blocker,3,22,2,2,6,2,2,Very High,12.2,5.8,44,6
9.7,Story,High,Major,2,60,4,0,9,0,2,Medium,9.7,6.4,27,10
10.6,Story,Medium,Minor,1,79,3,1,10,0,4,Low,8.4,7,31,11
23.7,Bug,Medium,Major,1,100,0,1,3,4,4,Low,6,3.9,46,10
22.9,Task,High,Minor,3,118,1,3,12,0,3,Low,8.7,5.4,31,10
7.7,Bug,Medium,Blocker,1,95,6,3,8,2,3,Low,9.6,3.1,51,8
4.8,Bug,Medium,Blocker,3,94,4,4,9,1,6,High,12.1,9.8,54,9
48.4,Bug,High,Major,3,105,5,1,12,0,5,Low,11.5,2.3,35,7
17.2,Story,High,Minor,2,49,3,0,12,1,3,Low,8.7,1.9,55,7
4.2,Task,Medium,Minor,2,32,3,2,4,0,3,Medium,5.1,3.1,49,11
8.6,Story,High,Trivial,5,54,0,1,5,1,0,High,1.3,9.2,56,5
24.3,Task,High,Major,8,6,2,4,5,0,0,Low,12.1,6.8,51,9
41.5,Bug,High,Minor,1,88,2,3,8,0,4,High,8.3,4.8,34,7
37.5,Story,Medium,Minor,2,72,3,1,12,1,1,Medium,8.1,9.3,40,9
16.8,Story,Medium,Minor,13,81,1,4,4,0,3,Medium,2,9.1,59,9
13,Story,Medium,Major,1,28,5,1,7,0,3,High,17,4.3,48,5
5.9,Bug,Low,Trivial,13,116,7,2,6,0,3,Low,5.6,5.9,49,6
13.8,Story,Medium,Blocker,1,106,3,3,9,2,2,Medium,11.9,9.1,44,11
6.6,Story,Medium,Blocker,8,108,2,0,5,2,3,High,1.3,3.5,39,6
9.7,Task,Medium,Blocker,2,52,4,3,11,1,5,High,4.4,4.4,29,7
22.2,Story,Critical,Minor,8,49,1,2,6,0,4,Low,2.5,8,50,5
11,Bug,Low,Minor,2,97,0,0,11,2,4,Medium,10.6,7.1,20,7
10.5,Story,High,Minor,5,62,2,2,3,0,1,Low,8.7,1,29,7
12.6,Bug,High,Minor,1,40,2,0,6,0,1,High,6.4,1.6,37,10
52.6,Task,Low,Minor,2,6,0,0,7,1,2,High,2.7,8.5,55,6
5.4,Story,Critical,Major,5,109,2,1,7,1,2,Medium,24.6,0.8,32,5
15.6,Bug,Medium,Minor,3,22,0,1,9,1,4,Low,3.6,9.2,51,9
35.5,Task,Medium,Blocker,8,53,1,1,8,3,4,Low,6.5,3.1,41,6
12.5,Story,High,Trivial,3,12,0,3,10,0,6,Medium,24.6,6.2,25,7
27.1,Bug,Medium,Major,8,62,2,1,4,1,6,Very High,6.2,5.9,52,7
4.5,Story,High,Major,3,19,1,2,5,2,1,High,19.2,4.3,20,8
11.3,Bug,Low,Major,13,109,1,2,4,2,1,High,9.7,0.8,22,5
7.1,Task,High,Blocker,13,21,0,1,4,0,2,Medium,17.4,2.3,24,9
12.4,Task,Medium,Major,2,27,0,3,7,0,0,Very High,17.8,6.3,46,9
12.6,Task,High,Blocker,8,70,1,0,6,2,4,High,3.3,4.7,31,7
13.5,Story,Medium,Minor,8,74,0,2,7,1,1,Medium,34.7,4.4,52,11
22,Story,High,Major,2,97,7,3,8,1,3,High,19.2,1.4,46,8
1.5,Task,High,Trivial,5,31,1,0,12,2,2,Medium,7.2,3.8,32,8
8.3,Bug,Medium,Trivial,1,41,4,3,9,0,2,Medium,16.5,5.5,30,5
15,Story,High,Minor,8,53,2,2,2,1,6,Very High,6.5,1.2,30,11
2.5,Story,Medium,Trivial,2,68,4,0,6,1,1,Low,16.8,1.1,55,11
19.3,Bug,High,Minor,1,38,2,0,10,1,10,High,6.6,5.2,23,7
8.2,Story,Medium,Minor,3,22,2,1,12,1,0,Medium,15.3,5.8,37,7
11.4,Task,High,Trivial,3,68,2,4,4,2,0,Very High,9.2,2.9,37,11
22.6,Task,High,Blocker,8,110,4,1,6,3,4,Low,16.4,3.6,47,7
27.8,Bug,Medium,Trivial,13,78,1,1,10,1,5,High,7.4,8.1,25,5
19.6,Bug,Medium,Major,3,106,2,2,9,0,3,Low,14.9,8.8,24,9
5.3,Bug,Medium,Minor,1,48,3,1,5,2,5,Low,9,3.6,30,6
19,Task,High,Blocker,5,21,5,2,9,1,1,Medium,10.8,3.9,24,8
19.8,Bug,Medium,Blocker,3,63,1,1,8,1,0,Medium,4,8.4,28,9
17.5,Story,Medium,Major,3,17,2,4,10,1,4,Very High,7.1,9.8,42,6
30.6,Bug,High,Major,2,56,0,1,3,4,4,Low,18.3,3.5,30,11
13.8,Story,Medium,Trivial,3,64,3,3,7,5,6,Low,7.1,8,34,11
29.9,Story,High,Blocker,2,116,3,2,7,0,5,Low,9.3,5.1,44,11
29.8,Task,Medium,Blocker,5,46,0,1,7,2,1,Medium,7.7,3,36,9
20.2,Bug,Low,Blocker,3,95,1,1,14,1,4,Low,10.3,7,45,11
15.8,Story,High,Major,8,68,0,3,7,0,2,Very High,3.1,4.9,33,9
17.5,Bug,Low,Minor,3,70,0,0,7,0,3,Medium,6.7,3,58,9
34.5,Story,Medium,Blocker,2,38,1,1,8,0,4,High,8.5,1.5,28,9
24.9,Task,High,Minor,8,99,3,1,5,3,5,High,2,8.7,46,7
5.8,Bug,Medium,Major,3,91,2,2,7,0,1,Medium,30.9,8.8,54,9
16.8,Task,Critical,Trivial,2,75,5,3,12,2,4,Very High,12.1,1.2,46,6
6.9,Story,Critical,Blocker,5,106,2,3,4,0,4,Very High,14,6.8,35,6
8,Bug,Medium,Trivial,3,68,2,3,4,2,1,Low,15.3,2,41,8
10,Story,Low,Minor,8,37,2,2,10,0,3,Very High,11.2,6.6,49,11
4.1,Bug,High,Major,3,16,1,1,5,0,1,Medium,28.1,9.1,45,10
6.5,Story,Medium,Major,5,113,2,0,5,0,3,Low,5.4,3,58,5
31.6,Task,Low,Major,1,80,1,2,9,4,4,Medium,2.2,3.8,58,6
8,Bug,High,Minor,3,23,0,4,10,1,2,Low,6.5,8.1,52,11
22.1,Story,Low,Trivial,13,13,4,1,8,2,1,Medium,18,7.5,59,6
14.6,Task,High,Major,8,78,1,1,9,1,1,High,2.4,4.4,20,6
18.5,Task,Low,Blocker,2,21,3,2,8,2,0,Low,8.5,8.6,31,6
19,Story,Low,Major,2,54,1,2,5,1,3,Low,5,9.2,36,5
6.3,Task,Low,Minor,2,108,2,1,6,0,3,Very High,17.9,4.8,44,5
22,Story,Critical,Blocker,5,43,2,2,18,1,8,Medium,16.5,0.9,48,10
4.9,Story,High,Minor,5,45,1,5,9,0,2,Medium,2.1,5.3,47,9
7.8,Task,High,Major,5,14,2,2,7,0,4,Very High,1.3,7.5,38,10
18.8,Story,Medium,Minor,3,16,0,1,6,0,2,Very High,8.6,2.6,29,6
6,Story,Medium,Minor,8,83,2,0,10,1,4,Low,8.8,1.4,30,6
2.2,Story,Medium,Major,3,99,1,0,11,1,6,Medium,6.8,3.2,29,8
16.3,Task,Medium,Major,1,19,1,0,4,0,4,Very High,3,0.6,49,8
3.5,Task,Medium,Minor,3,32,0,4,8,1,3,Low,4.9,7.3,26,8
20,Story,High,Minor,13,8,3,2,14,0,2,Medium,14,1.9,24,11
10.5,Bug,Medium,Trivial,5,40,1,0,9,0,1,Medium,1.7,7.4,47,11
16.2,Story,Critical,Major,3,69,2,1,6,0,4,High,18.7,2.7,39,8
16,Story,Low,Minor,5,112,1,1,4,0,1,Low,5.4,9.9,51,9
20.9,Bug,Critical,Trivial,8,102,5,1,8,0,2,Medium,34.1,5.6,31,7
19.2,Task,Low,Major,3,51,1,2,6,1,0,Low,3.8,0.9,24,8
5.9,Story,Medium,Major,2,85,4,3,8,0,6,Low,12.6,7.8,49,8
11,Bug,Medium,Major,13,43,1,1,3,1,1,Low,44.5,4.4,52,5
16.2,Bug,Medium,Major,8,42,0,1,3,1,3,Low,5.8,6.3,29,10
30.2,Bug,Medium,Blocker,2,48,3,2,5,2,2,High,8.2,9.5,58,11
19.3,Task,Medium,Blocker,3,55,3,2,10,1,2,Very High,19.2,5.4,46,6
28.6,Bug,Medium,Major,3,101,2,2,5,2,2,High,15.4,8.1,31,9
16.7,Bug,High,Major,1,89,3,2,6,1,0,Medium,18.6,3.4,21,6
25.2,Story,High,Minor,13,30,2,3,13,1,4,Low,21.4,7.3,49,7
15.3,Bug,High,Blocker,3,114,2,1,4,1,3,Low,2.4,1.4,24,9
24.6,Bug,Medium,Minor,8,40,1,1,8,1,7,Medium,11,9,56,7
10.1,Bug,High,Minor,2,73,2,1,11,2,0,High,21.1,2.4,33,11
32.3,Story,Medium,Minor,3,101,3,2,13,2,5,Low,7.5,3.4,45,11
17.9,Story,Medium,Trivial,1,5,1,2,12,0,2,Very High,11.2,9.6,27,11
4.1,Story,Medium,Blocker,5,57,2,1,14,1,3,High,11,2,50,6
16.5,Story,Medium,Major,3,10,2,1,8,0,4,Very High,6.5,2.9,22,5
19.3,Task,Low,Major,5,41,2,2,6,0,1,Medium,7.6,6,47,8
22.5,Story,Medium,Major,1,6,2,1,9,1,2,Medium,4.3,9.8,33,11
39,Bug,Low,Minor,2,73,1,1,8,1,6,Low,8.8,7.1,30,11
9,Bug,High,Trivial,1,94,2,2,9,2,2,Medium,22.1,1.6,48,6
39.2,Story,High,Major,2,45,0,2,3,1,2,Very High,21.6,7.6,59,11
13,Task,Critical,Major,5,55,3,2,10,1,1,Low,5.8,4.5,31,9
7.5,Bug,High,Minor,3,51,3,3,4,0,4,Low,1.7,9.9,28,11
9.2,Story,Low,Major,5,17,1,5,7,1,2,Low,9.1,6.5,55,11
18.6,Bug,High,Minor,3,80,3,0,8,1,3,Very High,1.8,5.6,38,8
6.7,Story,High,Minor,2,73,6,1,2,1,2,Low,6.2,5.8,26,11
10.3,Task,Medium,Minor,2,70,4,1,5,0,2,High,18.1,6.6,36,9
16.3,Bug,Medium,Minor,1,63,1,1,11,0,4,Low,6.3,7.5,42,7
32.1,Story,Critical,Major,8,72,1,3,7,2,4,High,13.8,1.2,31,9
22.1,Bug,Medium,Major,5,63,0,3,6,0,3,Medium,3.4,1.7,26,5
13.4,Story,Critical,Minor,2,95,0,2,5,0,4,Low,19.5,3.4,44,7
18.6,Bug,Low,Major,2,118,2,1,7,2,4,High,6.4,5,33,10
15.2,Task,Low,Major,8,14,1,0,10,1,3,High,17.3,3.5,50,11
5.3,Bug,Medium,Minor,5,17,2,2,14,0,1,Medium,19.6,2.5,44,10
35.5,Task,Medium,Minor,5,112,5,3,10,0,2,High,6.7,9.3,30,11
32.4,Story,High,Blocker,3,6,5,0,9,1,3,Low,3,0.8,30,6
12.4,Story,Critical,Major,2,94,2,0,8,1,0,Very High,8.9,9.4,26,8
9.4,Bug,Medium,Blocker,13,19,3,2,8,1,3,Low,3.4,9.1,22,8
5.4,Task,Low,Minor,5,50,2,2,10,0,2,Low,6.8,7,34,5
19.3,Bug,High,Major,2,61,2,1,8,0,5,Low,9.2,0.8,22,9
19.4,Bug,High,Minor,8,14,0,1,6,2,1,Low,8.5,2.6,36,11
7.1,Story,Low,Minor,5,26,2,3,11,1,0,Medium,2.7,9.8,26,11
15.4,Bug,Medium,Major,2,108,1,1,14,0,1,Medium,17.3,9.1,30,6
21.7,Bug,High,Minor,3,93,4,3,8,3,2,Medium,8.9,9.7,39,10
9,Task,High,Minor,2,83,0,3,10,1,2,Low,19.4,10,20,9
11.3,Task,Medium,Minor,1,81,4,2,10,0,2,Low,18.2,1.1,51,10
11.3,Story,Medium,Trivial,5,12,6,2,10,0,5,High,16,5.9,57,9
7.5,Task,Critical,Major,2,25,3,2,13,2,4,High,32.4,8.4,40,5
11.5,Story,High,Minor,8,89,2,0,9,1,3,Medium,6.4,3.5,50,10
3.6,Bug,Medium,Trivial,13,26,2,2,10,1,5,Medium,6,4.6,36,7
10.9,Story,Medium,Minor,1,114,1,4,9,1,3,Low,16,3.2,44,10
11,Story,High,Trivial,3,101,2,0,4,1,5,High,4.3,0.9,52,7
12.5,Task,Medium,Major,8,49,2,1,8,0,3,Very High,8.4,1.2,31,5
17.7,Bug,Low,Trivial,5,95,2,2,4,3,4,Low,13.1,0.7,47,5
5,Story,Medium,Major,5,44,2,3,10,3,2,High,18.8,5.5,45,11
5.8,Bug,Medium,Trivial,2,118,3,1,5,2,5,Medium,8.6,6.4,55,5
7.3,Bug,High,Minor,3,26,2,0,4,1,1,Low,0.4,3.4,27,9
4.6,Bug,Low,Blocker,3,34,1,2,10,1,4,Medium,18,8.3,51,10
19,Task,High,Major,13,66,2,2,12,0,2,Medium,19.1,8.9,45,10
8.7,Task,Medium,Trivial,2,77,2,2,6,2,3,High,6.7,1.8,24,9
12.7,Task,Low,Major,8,49,3,1,8,1,4,High,13.8,1,57,6
6.9,Story,Low,Minor,2,39,2,1,6,0,3,Very High,21,3.5,32,5
10.1,Bug,Critical,Major,13,86,3,1,12,0,2,Medium,18.8,7.3,38,9
15.8,Bug,High,Major,5,46,1,1,4,0,3,Medium,15.6,5.3,25,7
16.3,Bug,Medium,Major,3,9,3,1,12,1,8,Medium,11.7,5.1,25,10
6,Story,High,Blocker,5,31,3,1,4,0,3,Low,34,1.9,35,10
12.3,Task,High,Minor,2,74,4,1,13,0,3,Medium,10.1,3.8,48,5
6.9,Story,Critical,Major,2,66,3,1,4,2,3,High,1.1,9.6,37,7
12,Bug,Medium,Minor,1,36,2,2,12,0,5,Low,7.1,3.7,51,8
8.2,Bug,High,Trivial,1,12,1,0,3,1,2,Very High,8.9,6.1,48,6
36.8,Bug,Low,Trivial,2,107,5,4,8,1,4,Medium,12.6,1.1,36,8
21.6,Story,Medium,Trivial,5,89,0,3,10,2,2,High,6.2,1.1,24,6
16.8,Task,Critical,Major,5,22,0,2,10,0,4,Very High,9.7,4.5,51,5
10.7,Story,Medium,Major,1,82,3,0,11,1,4,Medium,17.9,6.2,48,10
22,Task,Medium,Major,8,19,4,2,6,0,2,Low,30.2,4,48,6
12.5,Story,Low,Trivial,5,110,2,1,7,0,4,High,3.2,2.2,22,9
34.6,Story,High,Minor,13,30,5,0,8,1,3,High,8.7,7.5,23,7
23.3,Bug,High,Blocker,5,57,1,2,6,0,5,Low,3,1.8,44,10
10,Task,Medium,Minor,2,48,0,0,6,3,6,Low,7.4,6.8,41,9
32.3,Task,Critical,Major,3,36,3,1,11,3,5,Low,5,9.6,30,5
10.7,Bug,Low,Major,5,107,2,2,9,0,3,Medium,12.8,5,27,11
38.1,Story,Medium,Major,1,32,2,1,9,1,1,Very High,11.2,2.4,46,8
33.3,Story,Critical,Major,1,43,1,3,5,1,5,Low,5.9,8.5,41,7
15.8,Story,Medium,Blocker,1,111,2,1,6,0,3,High,9.1,5.3,22,5
3.7,Task,Medium,Minor,2,36,2,2,7,0,3,High,4.8,9.3,46,9
15,Story,Medium,Blocker,3,81,5,0,11,1,4,High,14.8,7.3,30,9
5.5,Story,High,Minor,3,83,3,1,6,1,1,Low,11,4.6,46,6
8.3,Bug,Low,Minor,1,22,0,1,6,1,3,Medium,10.6,6.4,26,6
8.8,Bug,Critical,Trivial,5,107,4,1,12,0,4,Very High,1.6,2.1,46,8
5.5,Bug,High,Major,3,74,1,1,3,1,3,Low,33.3,4.2,30,6
15,Bug,Low,Minor,2,15,5,1,7,0,2,Low,3,6.1,44,6
7.6,Story,High,Minor,1,36,1,2,7,3,3,High,4.1,6.1,58,11
11.1,Story,Medium,Minor,1,108,5,1,8,1,4,Medium,29.7,6.1,35,6
8.9,Bug,Medium,Blocker,3,24,1,2,7,1,4,Medium,5.8,7.6,40,8
17.8,Task,High,Major,2,101,1,4,7,0,2,Very High,33,1.5,45,5
17,Bug,Critical,Major,3,44,3,1,5,1,2,High,12.6,1.2,46,10
10.5,Bug,Low,Major,5,12,1,2,8,1,2,Medium,2.7,1.9,36,7
18.3,Bug,Medium,Minor,3,119,1,2,8,0,2,Medium,13.9,8,50,5
27.2,Story,Medium,Minor,2,39,2,0,8,1,4,Low,4.3,1.1,33,10
1.9,Bug,Medium,Blocker,2,73,3,1,7,0,0,Medium,29.5,2.6,42,10
8.5,Story,Medium,Trivial,5,103,1,0,6,0,4,Medium,6.1,2.9,21,5
